iter	Logloss
0	0.5701568332
1	0.4882465375
2	0.461061453
3	0.435889577
4	0.3535011185
5	0.2789861786
6	0.2533822553
7	0.2294919203
8	0.2007516335
9	0.1822915776
10	0.1630043408
11	0.1509003886
12	0.1422995534
13	0.1293244115
14	0.1157216861
15	0.1114718256
16	0.09976278502
17	0.09136965357
18	0.08728889761
19	0.08267594206
20	0.07791767449
21	0.06903738811
22	0.0655994292
23	0.0615122606
24	0.05745672357
25	0.05468250143
26	0.05216894068
27	0.05013622909
28	0.04687480269
29	0.04385675644
30	0.04172762098
31	0.03959307588
32	0.0378404198
33	0.03648290963
34	0.03491693119
35	0.03402727431
36	0.03248254595
37	0.03124999589
38	0.02993752628
39	0.02876023794
40	0.02769718499
41	0.0267747024
42	0.02584826946
43	0.02505790365
44	0.02427224455
45	0.02350593435
46	0.02280054421
47	0.02211848621
48	0.0215428451
49	0.02100038117
50	0.02051026246
51	0.02002426674
52	0.01949893606
53	0.01900473545
54	0.01854570775
55	0.01810893108
56	0.01769112924
57	0.01733994484
58	0.01699535806
59	0.0167327441
60	0.01636940446
61	0.01602414867
62	0.01573143848
63	0.015415019
64	0.01510987405
65	0.01489120105
66	0.01469893188
67	0.01441115141
68	0.01414499406
69	0.0138883529
70	0.01366467209
71	0.01337483628
72	0.01318666956
73	0.01296183981
74	0.01274507313
75	0.01253542612
76	0.01233463452
77	0.01213787136
78	0.01194861428
79	0.01176556637
80	0.01158854879
81	0.01141606939
82	0.01130667843
83	0.0111763169
84	0.01101636681
85	0.01086052225
86	0.0107111489
87	0.01057486493
88	0.01042920145
89	0.01030253953
90	0.01016474181
91	0.01004249166
92	0.009924309007
93	0.009805511812
94	0.009682246323
95	0.009561296167
96	0.009444458731
97	0.009331570617
98	0.009233470621
99	0.009123528826
100	0.009016616591
101	0.008927156699
102	0.008836939417
103	0.00874487285
104	0.008658939394
105	0.00856092007
106	0.008445286545
107	0.008350782867
108	0.00826024187
109	0.008145533245
110	0.008064974999
111	0.00798824224
112	0.007907283203
113	0.007826324681
114	0.0077293582
115	0.007657099387
116	0.007581489353
117	0.007515569185
118	0.00745153273
119	0.007379546248
120	0.007309104862
121	0.007238425058
122	0.007169806752
123	0.007113574908
124	0.007047962526
125	0.006984418836
126	0.00692093064
127	0.006876509765
128	0.006822207878
129	0.00676175695
130	0.0067020295
131	0.006649680179
132	0.006595832007
133	0.006542684703
134	0.006490835856
135	0.006436102349
136	0.006381648882
137	0.006329290826
138	0.006277848934
139	0.006226551944
140	0.006177932538
141	0.006132693126
142	0.006082327201
143	0.006038769566
144	0.005991499486
145	0.005944517152
146	0.005899869162
147	0.005854320937
148	0.005810106623
149	0.00577151724
150	0.005728454425
151	0.005691042234
152	0.005651808504
153	0.005623722899
154	0.005583477945
155	0.005541513192
156	0.005511927194
157	0.005472337377
158	0.00543379167
159	0.0053945713
160	0.005360468708
161	0.005321889088
162	0.0052749196
163	0.005241464952
164	0.005207997972
165	0.00517602419
166	0.005140969466
167	0.005107563117
168	0.00507776542
169	0.005053886566
170	0.005009322331
171	0.004976649737
172	0.004947273382
173	0.004915806754
174	0.00488891581
175	0.004860917042
176	0.004829908239
177	0.004798733983
178	0.004768826838
179	0.004733718675
180	0.004712405904
181	0.004684006346
182	0.004655011769
183	0.004626984226
184	0.004601601897
185	0.004574236171
186	0.004546942382
187	0.004523594832
188	0.004499994218
189	0.004482878693
190	0.004455780161
191	0.004432350654
192	0.004406502278
193	0.004381681568
194	0.004356729573
195	0.004341004481
196	0.004316161419
197	0.004291885629
198	0.004259626927
199	0.004226574096
200	0.004203460597
201	0.004182190217
202	0.00416030298
203	0.00414314121
204	0.004120894547
205	0.004098017154
206	0.004075965491
207	0.004055088707
208	0.00403578117
209	0.004014483814
210	0.00399573507
211	0.003976180379
212	0.003958252483
213	0.00393042328
214	0.003913042874
215	0.003895342093
216	0.003875464201
217	0.003852336571
218	0.003832883362
219	0.003813943986
220	0.003795963937
221	0.003778584045
222	0.003759680637
223	0.003743805248
224	0.003724561683
225	0.003706903293
226	0.003688863639
227	0.003671050586
228	0.003653452828
229	0.003636313667
230	0.003618832035
231	0.003602087498
232	0.003587094617
233	0.003569491208
234	0.00355358576
235	0.003543251547
236	0.003524936479
237	0.003508260795
238	0.003492507955
239	0.003481862103
240	0.003467686474
241	0.003453719719
242	0.003443491613
243	0.003429395885
244	0.003414017373
245	0.003404091144
246	0.003387549314
247	0.003373337717
248	0.003358328908
249	0.003343928991
250	0.003329389568
251	0.003315098584
252	0.003305455734
253	0.003292625834
254	0.003277705147
255	0.003264070585
256	0.003249663217
257	0.003236094682
258	0.003221692196
259	0.003207908879
260	0.003194898367
261	0.003180838864
262	0.003167668036
263	0.00315462875
264	0.003142173177
265	0.00312925721
266	0.003116389544
267	0.003103975592
268	0.003091683419
269	0.003078855317
270	0.003068139327
271	0.00306030851
272	0.00304768106
273	0.003037042916
274	0.003025579298
275	0.00301401497
276	0.002999788214
277	0.002987663294
278	0.00297606351
279	0.002963891831
280	0.002955298742
281	0.002944200203
282	0.002931556054
283	0.002921454865
284	0.002909842493
285	0.002898762452
286	0.002887296779
287	0.002876296896
288	0.002865590669
289	0.002858448645
290	0.002848076409
291	0.002836799827
292	0.002826732294
293	0.002816155296
294	0.002806065925
295	0.002795725547
296	0.002787156866
297	0.002777068266
298	0.002767220653
299	0.002758787367
300	0.00274881515
301	0.002738755839
302	0.002729157949
303	0.002719404112
304	0.002709651045
305	0.002700003314
306	0.002690873526
307	0.002681540004
308	0.002669122199
309	0.00265923014
310	0.00265017974
311	0.002641089004
312	0.00263146234
313	0.002622945555
314	0.002615585409
315	0.002606982301
316	0.002598619153
317	0.002590151696
318	0.002584382892
319	0.002576744248
320	0.002566734265
321	0.002558233666
322	0.002548413544
323	0.002539696878
324	0.00253007895
325	0.00251985701
326	0.002509759675
327	0.002500944867
328	0.002491210812
329	0.002482143969
330	0.002474148726
331	0.00246455135
332	0.002456797608
333	0.002447393177
334	0.002441520835
335	0.002433220888
336	0.002422390313
337	0.002414932282
338	0.002404805915
339	0.002399611576
340	0.002390698112
341	0.00238143961
342	0.002377620288
343	0.002368318624
344	0.002361294524
345	0.00235295604
346	0.002346168561
347	0.002341145585
348	0.002332773188
349	0.002324444467
350	0.002317891039
351	0.002310525497
352	0.002302327547
353	0.002294160169
354	0.002286010775
355	0.002277968259
356	0.00226990262
357	0.002261973147
358	0.002255618444
359	0.002249289176
360	0.002241254624
361	0.00223329522
362	0.0022276243
363	0.002220133255
364	0.002215307591
